5	0.007506799697875976
10	0.00871889591217041
15	0.009501290321350098
20	0.010054612159729004
25	0.01985330581665039
30	0.01739678382873535
35	0.023210906982421876
40	0.02822439670562744
45	0.03459320068359375
50	0.04283549785614014
55	0.04949641227722168
60	0.05318911075592041
65	0.06603777408599854
70	0.07724406719207763
75	0.08808410167694092
80	0.09736950397491455
85	0.11321427822113037
90	0.12448451519012452
95	0.14439799785614013
100	0.15465106964111328
105	0.1707671880722046
110	0.19291150569915771
115	0.21880772113800048
120	0.22237739562988282
125	0.2413259983062744
130	0.2592686653137207
135	0.2869115829467773
140	0.29209051132202146
145	0.31234087944030764
150	0.3376757144927979
155	0.36539931297302247
160	0.3838003873825073
165	0.4096776008605957
170	0.44135470390319825
175	0.4528679132461548
180	0.4820317983627319
185	0.5078418016433716
190	0.5469799041748047
195	0.5851923942565918
200	0.6315221071243287
205	0.6750153064727783
210	0.7305655002593994
215	0.7505358934402466
220	0.7723867893218994
225	0.80557701587677
230	0.8325811862945557
235	0.9102625131607056
240	0.9373539924621582
245	1.0133271932601928
250	1.0437647819519043
255	1.1113302946090697
260	1.1265401124954224
265	1.1935256004333497
270	1.211196279525757
275	1.266796064376831
280	1.299381184577942
285	1.387154221534729
290	1.4291980981826782
295	1.467156982421875
300	1.5393908023834229
305	1.5984015226364137
310	1.6529857873916627
315	1.7236364126205443
320	1.7853513956069946
325	1.8108629941940309
330	1.9191309928894043
335	2.1431352138519286
340	2.200939106941223
345	2.308573007583618
350	2.320323085784912
355	2.4408499002456665
360	2.4918784141540526
365	2.5871989011764525
370	2.6949585914611816
375	2.768386173248291
380	2.8341378927230836
385	2.9437988996505737
390	2.9889284133911134
395	3.1736811637878417
